title,artists,artist_nationality,genre,object_type,height,width,area,seller,seller_type,buyer,buyer_type,buyer_address,coordinates,purchase_date,sale_date,purchase_price,sale_price
"""The Paddock at Kempton Park""; The Paddock at Kempton Park","MUNNINGS, ALFRED JAMES",British,Genre,Painting,12,36.5,438,Bond Street Galleries,Dealer,"Ryan, McAlexander Donald",Collector,"1 E. 57th St., New York, NY, USA","40.762966,-73.973968",1957-10-10,1960-05-05,1715,3500
Landscape near Giverny,"MONET, CLAUDE",French,Landscape,Painting,,,,"Ball, (Alexander & R.), Gallery",Dealer,"Woolworth, Pauline E.",Collector,"515 Madison Ave., New York, NY, USA","40.759773,-73.974119",1957-11-11,1958-02-04,23000,32500
Flowers in a vase,"REDON, ODILON",French,Still Life,Painting,19.75,28.625,565.34375,"Bernheim, Georges",Dealer,"Wetmore, Edith Malvina",Collector,"630 Park Ave., New York, NY, USA","40.76714,-73.966887",1929-06-06,1929-12-03,565,5300
Le Ratapoil,"DAUMIER, HONORÉ VICTORIN",French,Genre,Sculpture,,,,"Weitzner, Julius H.",Dealer,"Harriman, Marie N.",Dealer,"59 Wall St., New York, NY, USA","40.706012,-74.008813",1957-11-10,1958-03-03,2500,3200
"""The Opie Family""; The Opie Family",[ANONYMOUS],Unknown,Portrait,Painting,13.75,17.875,245.78125,"Ryan, Caroline Clendenin",Collector,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1957-11-09,1967-12-02,1666.6666666666667,554.75
"""Interior with Figures""; Interior with figures",[ANONYMOUS]; [DUTCH],Unknown,Genre,Painting,9,12.5,112.5,"Ryan, Caroline Clendenin",Collector,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1957-11-02,1968-03-03,1666.6666666666667,70.04
"""Maisons""; Maisons","PEREIRE, EMMANUEL",French,Landscape,Painting,29,17.75,514.75,"Pereire, Emmanuel",Artist,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1957-12-12,1968-02-02,81.11111111111111,61.06
"""Composition"" (Le Bois); Composition (Le Bois)","DEBRÉ, OLIVIER",French,Landscape,Painting,29,36,1044,Galerie Michel Warren,Dealer,"Walters, Florence",Collector,"Hotel Croydon 12 E. 86th St., New York, NY, USA","40.72709,-73.976638",1957-12-02,1960-06-06,235.83333333333334,800
Le jeune Ecoliere,"DEGAS, HILAIRE GERMAIN EDGAR",French,Genre,Sculpture,,,,"Hébrard, Nelly",Dealer,"Brooks, Harry A.",Collector,"993 Park Ave., New York, NY, USA","40.778684,-73.958289",1958-01-13,1958-01-13,784,950
"""Le jeune Ecoliere""; Le jeune Ecoliere","DEGAS, HILAIRE GERMAIN EDGAR",French,Genre,Sculpture,,,,"Hébrard, Nelly",Dealer,Otto Gerson Gallery,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1958-01-13,1960-11-11,784,2200
"""Le jeune Ecoliere""; Le jeune Ecoliere","DEGAS, HILAIRE GERMAIN EDGAR",French,Genre,Sculpture,,,,"Hébrard, Nelly",Dealer,"Thurston, Barbara",Collector,"880 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1958-01-13,1962-03-03,784,9000
Jeune fille à l'Estampe Japonaise,"BONNARD, PIERRE",French,Genre,Painting,18,15,270,Fine Arts Associates,Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1958-01-08,1958-04-04,23000,7500
"""L'Hymen""; L'Hymen","BRAQUE, GEORGES",French,Genre,Sculpture,42,30.5,1281,Galerie Maeght,Dealer,"Kennedy, William C.",Collector,"418 E. 50th St., New York, NY, USA","40.753449,-73.965537",1958-02-05,1964-02-02,700000,10000
"""The Printing Shop""; The Printing Shop","ULRICH, CHARLES FREDERIC",American,Genre,Painting,22.25,22.75,506.1875,"Weitzner, Julius H.",Dealer,"Woolworth, Norman Bailey",Collector,"515 Madison Ave., New York, NY, USA","40.759773,-73.974119",1958-03-03,1960-07-07,450,32250
"""Sportsmen & Dogs in Landscape""; Sportsmen and Dogs in Landscape","SCHWANDFELDER, CHARLES HENRY",British,Genre,Painting,30,50,1500,Frost & Reed,Dealer,James Dines & Co.,Collector,"37 Wall St., New York, NY, USA","40.706713,-74.010072",1958-04-04,1967-12-01,280,1500
"""Sportsmen & Dogs in Landscape""; Sportsmen and Dogs in Landscape","SCHWANDFELDER, CHARLES HENRY",British,Genre,Painting,30,50,1500,Frost & Reed,Dealer,James Dines & Co.,Collector,"37 Wall St., New York, NY, USA","40.706713,-74.010072",1958-04-04,1967-12-06,280,1500
"""Vaison la Romaine""; Vaison la Romaine","BUFFET, BERNARD",French,Landscape,Painting,39,65.75,2564.25,Parke-Bernet Galleries,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1958-05-12,1961-04-04,850,1000
"""Hérisson""; Herisson","HARPIGNIES, HENRI",French,Genre,Painting,,,,"Hazlitt, Gooden and Fox",Dealer,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",1958-07-07,1966-07-07,645,950
"""Theatre du Trocadero""; Theatre du Trocadero","VUILLARD, EDOUARD",French,Genre,Painting,12.875,13.625,175.421875,Hirschl & Adler Galleries,Dealer,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",1958-08-08,1970-11-11,8000,6600
"""La Montagne Noire et la Montagne Bleue""; La Montagne Noir et la Montagne bleu","CALLIYANNIS, MANOLIS",Greek,Landscape,Painting,31.75,39.25,1246.1875,Jacques Dubourg Galerie,Dealer,Southeastern Public Service Co.,Collector,"70 Pine St., New York, NY, USA","40.70629,-74.008014",1958-10-03,1961-06-06,477.5,1000
"""Woman Gathering Herbs"" 1925; Woman gathering herbs","MAILLOL, ARISTIDE",French,Genre,Sculpture,,,,Fine Arts Associates,Dealer,Marlborough-Gerson Gallery,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1958-11-11,1970-01-13,750,1425
Landscape,"THORS, JOSEPH",British,Landscape,Painting,,,,"Goupil Gallery, Ltd.",Dealer,"Handy, Parker Douglas, Mrs.",Collector,"22 W. 10th St., New York, NY, USA","40.733651,-73.996033",1874-01-13,1874-11-11,6,100
"""Still Life, Plums""; Still Life, Plums","HALL, GEORGE HENRY",American,Still Life,Painting,7.75,6.25,48.4375,"Woolworth, Norman S.",Collector,"Feld, Maude B.",Dealer,"961 Madison Ave., New York, NY, USA","40.773909,-73.96383",1958-12-12,1967-12-02,500,750
"""Nature Morte Pommes et verre"" 1868/70; Still Life","CÉZANNE, PAUL",French,Still Life,Painting,10.25,15.75,161.4375,Fairweather-Hardin Gallery,Dealer,"Woolworth, Norman Bailey",Collector,"515 Madison Ave., New York, NY, USA","40.759773,-73.974119",1958-12-12,1960-07-07,35000,32250
"""Le Serf""; Le Serf","MATISSE, HENRI",French,Genre,Sculpture,,,,"Swanstrom, Rune",Dealer,Hayes Galleries,Dealer,"c/o Maurice Kipperman 39 Broadway, New York, NY, USA","40.720709,-73.981308",1958-12-12,1961-08-08,9060,25000
"""Mr. Cormick"" Stephen; Mr. Cormick","WEST, BENJAMIN",American,Portrait,Painting,37.5,47.5,1781.25,Hirschl & Adler Galleries,Dealer,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",1958-12-12,1960-03-03,3600,3908.25
"""Picking cranberries""; Picking Cranberries","JOHNSON, EASTMAN",American,Genre,Painting,,,,"Kennedy Galleries, Inc.",Dealer,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",1958-11-11,1966-01-13,471.6666666666667,2000
"""Two Figures in Landscape""; Two Figures in Landscape","CHAGALL, MARC",Russian,Landscape,Painting,24,19.75,474,Jacques Dubourg Galerie,Dealer,"Cullman, Edgar M.",Collector,"161 Front St., New York, NY, USA","40.705997,-74.005203",1959-01-13,1960-03-03,13890,21250
"""Portrait of a Woman""; Portrait of a Woman",[AMERICAN],American,Portrait,Painting,30,23,690,Childs Gallery,Dealer,"Greenspon, William Stuart",Dealer,"44 W. 77th St., New York, NY, USA","40.779926,-73.974553",1959-02-11,1969-01-13,250,1500
"""Oiseau de Matin"" (beige & black); Oiseau de Matin (beige & black)","HAJDU, ETIENNE",French,Abstract,Sculpture,,,,"Hajdu, Etienne",Artist,"Ault, Lee A.",Dealer,"39 E. 79th St., New York, NY, USA","40.77632,-73.962125",1959-02-12,1959-09-09,912500,3800
Landscape,"DAUBIGNY, KARL",French,Landscape,Painting,,,,"Petit, François",Dealer,"Spencer, Albert",Collector,"150 E. 54th St., New York, NY, USA","40.758983,-73.970346",1874-01-13,1874-12-12,3350,1000
"""Winter Landscape""","PISSARRO, CAMILLE",French,Landscape,Painting,18.25,21.75,396.9375,Fine Arts Associates,Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1958-05-05,1960-02-02,14000,18000
"""Flowers and Fern""","KOKOSCHKA, OSKAR",Austrian,Still Life,Painting,28.75,36,1035,Louis Leon and Co.,Collector,"Rockefeller, John Davison III",Collector,"1 Beekman Place, New York, NY, USA","40.752798,-73.965199",1959-05-05,1959-12-12,11500,19000
Shepherdess,"MILLET, JEAN FRANÇOIS (1814)",French,Genre,Painting,,,,"Petit, François",Dealer,"Spencer, Albert",Collector,"150 E. 54th St., New York, NY, USA","40.758983,-73.970346",1874-01-13,1874-12-12,8500,2400
Head,"DERAIN, ANDRÉ",French,Genre,Painting,16,16,256,"Guillaume, Paul",Dealer,"Passedoit, Georgette",Collector,"22 E. 60th St., New York, NY, USA","40.764116,-73.97093",1929-06-06,1936-01-02,671.35,1200
"""La Seine au Pont Royal""","RAFFAËLLI, JEAN FRANÇOIS",French,Landscape,Painting,19.25,25.5,490.875,Parke-Bernet Galleries,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1959-06-06,1962-05-05,1050,2759.17
"""Danseuse aue Tambourin"" II","RENOIR, PIERRE AUGUSTE",French,Genre,Sculpture,24,17.5,420,Parke-Bernet Galleries,Dealer,Hammer Galleries,Dealer,"51 E. 57th St., New York, NY, USA","40.764047,-73.976069",1959-06-06,1966-02-02,900,2500
"""Joueur de Flute""","RENOIR, PIERRE AUGUSTE",French,Genre,Sculpture,24,17.5,420,Parke-Bernet Galleries,Dealer,Hammer Galleries,Dealer,"51 E. 57th St., New York, NY, USA","40.764047,-73.976069",1959-06-06,1966-02-02,900,2500
"""Head of a Child""","MATISSE, HENRI",French,Genre,Sculpture,,,,"Swanstrom, Rune",Dealer,"Bakiven, H., Dr.",Collector,"132 E. 71st St., New York, NY, USA","40.769826,-73.963404",1959-06-06,1963-08-08,1500,2000
"""Danseuse au tambourin""","RENOIR, PIERRE AUGUSTE",French,Genre,Sculpture,23.5,16,376,Galerie Renou et Poyet,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1959-06-06,1961-03-03,605,850
"""La Bataille""","DUPONT, JACQUES",French,History,Painting,,,,"Dupont, Jacques",Artist,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1959-06-12,1968-01-13,533.3333333333334,150
"""Venise""","DUPONT, JACQUES",French,Landscape,Painting,,,,"Dupont, Jacques",Artist,"Witter, William W.",Collector,"1133 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1959-06-08,1960-02-02,533.3333333333334,1200
"""La Promeneuse à ombrelle""","GONZALÈS, EVA",French,Genre,Painting,19.75,23.75,469.0625,"Daber, Alfred",Dealer,"Woolworth, Norman Bailey",Collector,"515 Madison Ave., New York, NY, USA","40.759773,-73.974119",1959-07-12,1960-03-08,2333.3333333333335,3666.6666666666665
Death of the Fox,"WOOTTON, JOHN",British,Genre,Painting,17,24,408,"Baber, W.",Collector,"Thieriot, Frances Thornton Roe",Collector,"1175 Park Ave., New York, NY, USA","40.784466,-73.954068",1929-06-06,1930-01-04,140,1150
"""La femme au chapeau rouge""","GONZALÈS, EVA",French,Genre,Pastel,15.125,21.75,328.96875,"Daber, Alfred",Dealer,"Woolworth, Norman Bailey",Collector,"515 Madison Ave., New York, NY, USA","40.759773,-73.974119",1959-07-05,1960-03-08,2333.3333333333335,3666.6666666666665
Green Marble,"HAJDU, ETIENNE",French,,Sculpture,16.5,24.5,404.25,"Hajdu, Etienne",Artist,Farjeon Ballin & Co.,Collector,"116 John St., New York, NY, USA","40.707563,-74.005655",1959-07-07,1960-10-10,1545,1269
"""Woman in Red Dress""","PICASSO, PABLO",Spanish,Genre,Painting,13.875,9.75,135.28125,Fine Arts Associates,Dealer,Otto Gerson Gallery,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1959-02-02,1960-12-12,11000,16000
"""Saint Sebastian""","ZURBARÁN, FRANCISCO DE",Spanish,History,Painting,78.75,41.5,3268.125,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1959-11-11,1968-12-12,22000,1665.2173913043478
"""Niagara Falls""",LEGRAND,French,Landscape,Painting,8.25,21.25,175.3125,Knoedler's,Dealer,"Woolworth, Norman Bailey",Collector,"515 Madison Ave., New York, NY, USA","40.759773,-73.974119",1959-10-10,1960-03-01,490,3666.6666666666665
"""Les Quais de la Seine par temps de Neige""","SISLEY, ALFRED",French,Landscape,Painting,15,18,270,Knoedler's,Dealer,"Wing, Adeline and Caroline",Collector,"1020 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1959-10-10,1961-07-07,12610,18000
"""Jazz Musician"" 1919","LIPCHITZ, JACQUES",French,Genre,Sculpture,9.75,29,282.75,"Swanstrom, Rune",Dealer,Otto Gerson Gallery,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1960-01-13,1961-12-12,8520,7500
"5th Dragoon Guards, Caraliners","FERNELEY, JOHN E.",British,Genre,Painting,25.25,57,1439.25,William Freeman & Son Ltd.,Dealer,"Humes, Augustine Leftwich",Collector,"960 Fifth Ave., New York. NY, USA","40.76395,-73.974088",1929-06-06,1930-03-05,80,1250
"""Place du Theatre Francais, Paris""","LE SIDANER, HENRI EUGÈNE",French,Landscape,Painting,37,27.5,1017.5,Knoedler's,Dealer,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",1960-01-13,1969-02-02,840,2750
Still Life (Camilla & Summer flowers),"MOUNT, WILLIAM SIDNEY",American,Still Life,Painting,10.25,9,92.25,"Weitzner, Julius H.",Dealer,"Magrill, Paul",Collector,"85 East End Ave., New York, NY, USA","40.773139,-73.946023",1960-01-13,1961-04-04,235,850
"""Torso"" 1910","LEHMBRUCK, WILHELM",German,Genre,Sculpture,,,,Fine Arts Associates,Dealer,Otto Gerson Gallery,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1960-02-02,1962-02-02,10380,10000
"""Battle of Port Hudson""","BERTONNEAU, E. ARNOLD",American,History,Painting,30,40,1200,"Old Print Shop, The",Dealer,"Old Print Shop, The",Dealer,"150 Lexington Ave., New York, NY, USA","40.743644,-73.981885",1960-03-03,1972-01-13,550,1260
"Tete de fillette, Marguerite","MATISSE, HENRI",French,Portrait,Sculpture,,,,"Swanstrom, Rune",Dealer,"Schmidt, Benno",Collector,"630 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1960-04-04,1962-02-02,3300,5000
Landscape,"SOUTINE, CHAIM",Russian,Landscape,Painting,24,19.75,474,"Maguy, Alex",Artist,"Lindau, Jacques",Collector,"51 E. 82nd St., New York, NY, USA","40.783381,-73.972282",1960-04-04,1960-06-06,11500,17500
Laomedon and the Building of Troy,MICHELE DA VERONA,Italian,History,Painting,25.25,44,1111,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1960-05-05,1968-12-12,9200,1665.2173913043478
Capriccio,"GUARDI, FRANCESCO",Italian,Genre,Painting,8.75,6.75,59.0625,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1960-05-05,1968-12-12,6200,1665.2173913043478
Pickaninny,"EPSTEIN, JACOB (1880)",British,Genre,Sculpture,,,,Piccadilly Gallery,Dealer,"Winter, Herbert",Collector,"30 E. 71st St., New York, NY, USA","40.771099,-73.965933",1960-05-05,1960-12-12,1350,2250
Lydia,"EPSTEIN, JACOB (1880)",British,Portrait,Sculpture,18,20,360,Piccadilly Gallery,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1960-05-05,1961-12-12,2500,1057.615
Composition 1925,"KANDINSKY, WASSILY",Russian,Abstract,Painting,39.5,32,1264,"Maguy, Alex",Artist,"Lindau, Jacques",Collector,"51 E. 82nd St., New York, NY, USA","40.783381,-73.972282",1960-06-06,1960-12-12,20000,22000
Tete cubist (Fernand Olivier),"PICASSO, PABLO",Spanish,Portrait,Sculpture,,,,"Berggruen (Heinz), Galerie & Cie",Dealer,"Hirshhorn, Joseph Herman",Collector,"100 Park Ave., New York, NY, USA","40.750842,-73.978607",1960-07-07,1961-05-05,11500,15500
Vue des Mesnils,"OUDOT, ROLAND",French,Landscape,Painting,21.25,32,680,"Weil, (André), Galerie",Dealer,"Mason, L.R.",Collector,"666 25th Ave., New York, NY, USA","40.736989,-73.974887",1960-08-08,1961-11-11,880,3000
Red grasses,"VLAMINCK, MAURICE DE",French,Landscape,Painting,23.625,29.625,699.890625,"Dowling, Allan D.",Collector,"Thurston, Barbara",Collector,"880 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1960-08-08,1961-02-02,24500,65000
L'arc en ciel; L'arc en Ciel; L'Arc en Ciel,"CAZIN, JEAN CHARLES",French,Landscape,Painting,51.25,56.75,2908.4375,"Lair-Dubreuil, Fernand",Dealer,"Baccolini, Alberto",Collector,"161 W. 54th St., New York, NY, USA","40.763195,-73.979878",1919-03-03,1943-06-09,40537.5,375
Blue picture,"KANDINSKY, WASSILY",Russian,Abstract,Painting,20,19.5,390,The New Gallery,Dealer,"Thaw, (Eugene Victor), and Co.",Dealer,"50 E. 78th St., New York, NY, USA","40.775475,-73.962485",1960-10-10,1961-02-02,2500,12250
Leaf figure #2,"MOORE, HENRY",British,Genre,Sculpture,,,,New Art Center Gallery,Dealer,American Friends of the Hebrew University,Collector,"11 E. 69th St., New York, NY, USA","40.770164,-73.96765",1960-11-11,1961-06-06,333.3333333333333,2520
Harbor scene,"BOUDIN, EUGÈNE LOUIS",French,Landscape,Painting,18.25,25.75,469.9375,Hirschl & Adler Galleries,Dealer,"Irvin, John N., Jr.",Collector,"888 Park Ave., New York, NY, USA","40.775336,-73.96089",1961-01-13,1962-02-02,9000,16000
Soult,"DAUMIER, HONORÉ VICTORIN",French,Genre,Sculpture,,,,"Swanstrom, Rune",Dealer,"Hirshhorn, Joseph Herman",Collector,"100 Park Ave., New York, NY, USA","40.750842,-73.978607",1961-01-13,1961-05-05,2110,2300
"Time, Life Maquette","MOORE, HENRY",British,Abstract,Sculpture,7,12.75,89.25,Dominion Gallery,Dealer,"Malek, Frances",Collector,"60 First Ave., New York, NY, USA","40.75257,-73.966941",1961-02-02,1967-02-02,2102.8571428571427,5000
Maquette for Stranger III,"CHADWICK, LYNN RUSSELL",British,Abstract,Sculpture,21.5,18,387,"Chadwick, Lynn Russell",Artist,"Zeller, F.",Collector,"Park West Village 792 Columbus Ave., New York, NY, USA","40.77048,-73.983854",1961-02-01,1961-05-05,1721.764705882353,1200
Watcher II,"CHADWICK, LYNN RUSSELL",British,Abstract,Sculpture,,,,"Chadwick, Lynn Russell",Artist,"Stralem, Donald Sigmund",Collector,"941 Park Ave., New York, NY, USA","40.776986,-73.959453",1961-01-05,1961-05-05,1721.764705882353,1000
Jet bird,"CHADWICK, LYNN RUSSELL",British,Abstract,Sculpture,26,6.5,169,Parke-Bernet Galleries,Dealer,"Seandel, Silas",Artist,"979 Third Ave., New York, NY, USA","40.761167,-73.966821",1961-02-02,1962-11-11,1000,2300
Stranger II,"CHADWICK, LYNN RUSSELL",British,Abstract,Sculpture,34.5,41,1414.5,"Chadwick, Lynn Russell",Artist,Marlborough-Gerson Gallery,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1961-02-06,1967-01-13,197.05882352941177,993
Bronco Stomper,"JACKSON, HARRY (1924)",American,Genre,Sculpture,,,,"Jackson, Harry",Artist,"Harriman, Edward Roland",Collector,"10 E. 68th St., New York, NY, USA","40.769785,-73.968545",1961-04-04,1961-07-07,560,1250
Still life with parrot,[ITALIAN - 17TH C.],Italian,Still Life,Painting,25.5,37.25,949.875,"Bloch, Vitale",Collector,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1961-05-05,1968-12-12,4000,1665.2173913043478
Lady in a Black dress,"DOWNMAN, JOHN",British,Genre,Painting,15.125,12.125,183.390625,Leggatt Bros & Leggatt Galleries,Dealer,Schwartz Gallery,Dealer,"517 Madison Ave., New York, NY, USA","40.759842,-73.974081",1929-07-07,1930-06-12,100,733.3333333333334
Pt of a Gentleman,"DOWNMAN, JOHN",British,Portrait,Painting,15.125,12.125,183.390625,Leggatt Bros & Leggatt Galleries,Dealer,Schwartz Gallery,Dealer,"517 Madison Ave., New York, NY, USA","40.759842,-73.974081",1929-07-07,1930-06-08,100,733.3333333333334
Landscape,"ZUCCARELLI, FRANCESCO",Italian,Landscape,Painting,13.625,21.75,296.34375,Carminati,Collector,"Haggin, Margaret Voorhies",Collector,"834 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1929-07-07,1949-04-03,18000,1400
Landscape,"ZUCCARELLI, FRANCESCO",Italian,Landscape,Painting,13.375,21.25,284.21875,Carminati,Collector,"Haggin, Margaret Voorhies",Collector,"834 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1929-07-07,1949-04-01,18000,1400
Emblems of the Civil War,"POPE, ALEXANDER",American,Genre,Painting,51,54,2754,Wickersham Gallery,Dealer,"Brooklyn, NY, USA.  Brooklyn Museum of Art",Museum,"186 Eastern Parkway, Brooklyn, NY, USA","40.671601,-73.96335",1961-11-11,1966-03-03,6000,11750
Sunset,"BIERSTADT, ALBERT",American,Genre,Painting,30,50,1500,Knoedler's,Dealer,"Adler, Nancy",Collector,"45 E. 66th St., New York, NY, USA","40.767967,-73.968215",1961-11-11,1962-08-08,1970,10200
"[""Courtship"" title info frome Sales Book 3, 874-1879, f. 5]","BRUNERY, FRANÇOIS",Italian,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Henriques, William H.",Collector,"31 W. 42nd St., New York, NY, USA","40.753963,-73.981601",1874-01-13,1874-03-03,1100,350
Maquette for Reclining figure (2 piece),"MOORE, HENRY",British,Genre,Sculpture,9.5,5.25,49.875,Knoedler's,Dealer,"Rosenberg, (Paul), and Co.",Dealer,"20 E. 79th St., New York, NY, USA","40.776664,-73.96329",1962-01-13,1962-05-05,327.5,5720
Dancer,"DEGAS, HILAIRE GERMAIN EDGAR",French,Genre,Sculpture,14.75,10.75,158.5625,Otto Gerson Gallery,Dealer,Otto Gerson Gallery,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1962-01-13,1963-04-04,12000,8750
"Standing man, 1952","GIACOMETTI, ALBERTO",Swiss,Genre,Painting,28.75,11.75,337.8125,"Simpson, Barbara",Collector,"Janis, (Sidney), Gallery",Dealer,"15 E. 57th St., New York, NY, USA","40.763225,-73.974281",1962-03-03,1962-06-06,1500,3000
Gen'l Meyrick in scarlet coat,"GAINSBOROUGH, THOMAS",British,Portrait,Painting,30,25,750,Colnaghi's,Dealer,"De Coppet, Andre",Collector,"42 Broadway, New York, NY, USA","40.706471,-74.012787",1929-07-07,1934-01-04,4620,22500
Still life with tankard,"HARNETT, WILLIAM MICHAEL",American,Still Life,Painting,21.125,16.5,348.5625,Hirschl & Adler Galleries,Dealer,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",1962-05-05,1966-01-13,4825,6882.05
Standing figure no.1,"MOORE, HENRY",British,Genre,Sculpture,,,,Stuttgarter Kunstkabinett,Dealer,"Hillman, Kay Merrill",Dealer,"750 Park Ave., New York, NY, USA","40.770936,-73.964122",1962-06-06,1967-10-10,2010,3250
Vase de fleurs,"COURBET, GUSTAVE",French,Still Life,Painting,25.5,21,535.5,"Daber, Alfred",Dealer,"Lehman, Adele Lewisohn",Collector,"45 E. 70th St., New York, NY, USA","40.770419,-73.966129",1962-08-06,1963-03-03,45000,73000
T. Hallis. Diary 1759-1761,,,,Book,,,,Knoedler's,Dealer,John F. Fleming Rare Book Co.,Dealer,"322 E. 57th St., New York, NY, USA","40.767035,-73.983634",1962-08-01,1964-11-06,563.3333333333334,1625
T. Hallis. Diary 1761-1763,,,,Book,,,,Knoedler's,Dealer,John F. Fleming Rare Book Co.,Dealer,"322 E. 57th St., New York, NY, USA","40.767035,-73.983634",1962-08-08,1964-11-07,563.3333333333334,1625
T. Hallis. Diary 1763-1765,,,,Book,,,,Knoedler's,Dealer,John F. Fleming Rare Book Co.,Dealer,"322 E. 57th St., New York, NY, USA","40.767035,-73.983634",1962-08-05,1964-11-02,563.3333333333334,1625
T. Hallis. Diary 1765-1767,,,,Book,,,,Knoedler's,Dealer,John F. Fleming Rare Book Co.,Dealer,"322 E. 57th St., New York, NY, USA","40.767035,-73.983634",1962-08-01,1964-11-03,563.3333333333334,1625
T. Hallis. Diary 1767-1769,,,,Book,,,,Knoedler's,Dealer,John F. Fleming Rare Book Co.,Dealer,"322 E. 57th St., New York, NY, USA","40.767035,-73.983634",1962-08-06,1964-11-10,563.3333333333334,1625
T. Hallis. Diary 1769-1770,,,,Book,,,,Knoedler's,Dealer,John F. Fleming Rare Book Co.,Dealer,"322 E. 57th St., New York, NY, USA","40.767035,-73.983634",1962-08-05,1964-11-06,563.3333333333334,1625
Figures & Angels; Figures and Angels,"BOUCHER, FRANÇOIS",French,History,Painting,19,11.25,213.75,"Contini-Bonacossi, Alessandro, Conte",Collector,"Slatkin, Regina Schoolman",Collector,"115 E. 92nd St., New York, NY, USA","40.783992,-73.954416",1929-08-08,1956-05-05,500,1500
Paysage,"DIAZ DE LA PEÑA, NARCISSE VIRGILE",French,Landscape,Painting,8.125,10.5,85.3125,"Wisselingh, (E.J. van), and Co.",Dealer,"Lassiter, Frederick Hanes",Collector,"527 Lexington, New York, NY, USA","40.75587,-73.97282",1962-12-12,1963-02-02,1500,2700
Torso of the Venus with necklace,"MAILLOL, ARISTIDE",French,History,Sculpture,,,,Otto Gerson Gallery,Dealer,Marlborough-Gerson Gallery,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1962-12-12,1965-03-12,7000,15750
"Fox Hunting, Breaking Cover, Full Cry (2), The Death","ALKEN, HENRY THOMAS",British,Genre,Painting,12.125,16.125,195.515625,Christie's,Dealer,"Caspary, Alfred H.",Collector,"60 Broadway, New York, NY, USA","40.706767,-74.012508",1929-08-08,1932-11-03,1260,6500
The lost Tinderfoot,"MILLER, ALFRED JACOB",American,Genre,Painting,17.625,24,423,"Thomas J. Gannon, Inc.",Dealer,"Coe, William Robertson",Collector,"225 E. 57th St., New York, NY, USA","40.766127,-73.980968",1963-03-03,1964-02-04,6500,7026
